,Codigo,Nome,Nivel,Governança Colaborativa - Responsáveis,Incorporação de TICs - Planejamento,Planejamento Estratégico para Transformação Digital,Governança de TI - Práticas,Infraestrutura de Hw e Sw - Armazenamento,Gestão Integrada de Dados,Serviços Públicos On-line,Solicitação de Serviços Públicos,Segurança de Políticas Públicas - Monitoramento,Percepção dos Serviços Públicos,Transparência - Monitoramento,Transparência - Execução Orçamentária e Financeira,Transparência dos Dados - Disponibilização,Segurança dos Dados - Práticas
Valor,2309805,Pacoti,2,,,,,,,7,3,,0,,5,9,
Valor,2309904,Pacujá,2,,,,,,,8,2,,1,,5,9,
Valor,5215603,Padre Bernardo,2,,,,,,,11,7,,0,,5,8,
Valor,3146255,Padre Carvalho,2,,,,,,,5,4,,0,,5,8,
Valor,2207207,Padre Marcos,2,,,,,,,11,3,,1,,5,8,
Valor,3146305,Padre Paraíso,2,,,,,,,7,4,,0,,4,9,
Valor,2207306,Paes Landim,2,,,,,,,9,2,,1,,4,7,
Valor,4211876,Paial,2,,,,,,,7,6,,0,,5,9,
Valor,4117503,Paiçandu,2,,,,,,,10,8,,0,,5,9,
Valor,4313607,Paim Filho,2,,,,,,,6,5,,0,,5,9,
Valor,3146404,Paineiras,2,,,,,,,8,4,,1,,5,6,
Valor,4211892,Painel,2,,,,,,,9,5,,0,,4,9,
Valor,3146503,Pains,2,,,,,,,8,6,,0,,5,8,
Valor,3146552,Pai Pedro,2,,,,,,,1,5,,0,,4,8,
Valor,3146602,Paiva,2,,,,,,,7,3,,0,,4,8,
Valor,2207355,Pajeú do Piauí,2,,,,,,,13,4,,0,,5,8,
Valor,2706208,Palestina,2,,,,,,,6,3,,0,,5,6,
Valor,3535002,Palestina,2,,,,,,,8,4,,0,,5,9,
Valor,5215652,Palestina de Goiás,2,,,,,,,11,3,,1,,5,8,
Valor,1505494,Palestina do Pará,2,,,,,,,8,4,,0,,4,8,
Valor,2310001,Palhano,2,,,,,,,3,2,,0,,5,9,
Valor,4211900,Palhoça,2,,,,,,,14,3,,0,,5,9,
Valor,3146701,Palma,2,,,,,,,3,3,,0,,4,8,
Valor,2310100,Palmácia,2,,,,,,,6,1,,0,,5,8,
Valor,2610004,Palmares,2,,,,,,,9,5,,0,,5,9,
Valor,4313656,Palmares do Sul,3,,,,,,,14,4,,1,,5,9,
Valor,3535101,Palmares Paulista,2,,,,,,,9,3,,0,,5,8,
Valor,4117602,Palmas,3,,,,,,,10,5,,1,,5,9,
Valor,1721000,Palmas,2,,,,,,,16,5,,0,,5,9,
Valor,2923407,Palmas de Monte Alto,2,,,,,,,6,2,,0,,5,9,
Valor,4212007,Palma Sola,2,,,,,,,14,5,,0,,5,8,
Valor,4117701,Palmeira,3,,,,,,,16,5,,1,,5,10,
Valor,4212056,Palmeira,2,,,,,,,6,5,,0,,5,8,
Valor,4313706,Palmeira das Missões,2,,,,,,,10,6,,0,,5,9,
Valor,3535200,Palmeira d'Oeste,2,,,,,,,6,6,,0,,5,8,
Valor,2207405,Palmeira do Piauí,2,,,,,,,10,4,,0,,5,8,
Valor,2706307,Palmeira dos Índios,2,,,,,,,4,4,,0,,5,8,
Valor,2207504,Palmeirais,2,,,,,,,5,3,,0,,4,8,
Valor,2107605,Palmeirândia,2,,,,,,,3,2,,0,,5,7,
Valor,1715705,Palmeirante,2,,,,,,,7,2,,0,,5,8,
Valor,2923506,Palmeiras,2,,,,,,,10,5,,0,,4,9,
Valor,5215702,Palmeiras de Goiás,2,,,,,,,14,4,,0,,4,8,
Valor,1713809,Palmeiras do Tocantins,2,,,,,,,7,3,,0,,5,8,
Valor,2610103,Palmeirina,2,,,,,,,9,5,,0,,5,10,
Valor,1715754,Palmeirópolis,2,,,,,,,12,6,,0,,5,9,
Valor,5215801,Palmelo,2,,,,,,,7,4,,0,,5,8,
Valor,5215900,Palminópolis,2,,,,,,,10,3,,0,,5,8,
Valor,4117800,Palmital,2,,,,,,,5,1,,0,,5,8,
Valor,3535309,Palmital,2,,,,,,,10,6,,0,,5,8,
Valor,4313805,Palmitinho,2,,,,,,,14,5,,0,,5,8,
Valor,4212106,Palmitos,2,,,,,,,13,3,,0,,5,9,
Valor,3146750,Palmópolis,2,,,,,,,1,3,,0,,5,8,
Valor,4117909,Palotina,2,,,,,,,15,4,,0,,5,8,
Valor,5216007,Panamá,2,,,,,,,5,3,,0,,5,8,
Valor,4313904,Panambi,2,,,,,,,15,5,,0,,5,8,
Valor,3204005,Pancas,2,,,,,,,11,5,,0,,5,9,
Valor,2610202,Panelas,2,,,,,,,10,4,,0,,5,9,
Valor,3535408,Panorama,2,,,,,,,8,5,,0,,5,8,
Valor,4313953,Pantano Grande,2,,,,,,,5,2,,0,,5,8,
Valor,2706406,Pão de Açúcar,2,,,,,,,7,4,,0,,4,8,
Valor,3146909,Papagaios,2,,,,,,,8,5,,0,,5,9,
Valor,4212205,Papanduva,2,,,,,,,13,6,,0,,5,9,
Valor,2207553,Paquetá,2,,,,,,,6,3,,0,,4,8,
Valor,3303609,Paracambi,2,,,,,,,10,5,,0,,4,10,
Valor,3147006,Paracatu,3,,,,,,,14,6,,1,,5,9,
Valor,2310209,Paracuru,2,,,,,,,12,5,,0,,5,10,
Valor,3147105,Pará de Minas,2,,,,,,,14,5,,0,,5,9,
Valor,1505502,Paragominas,2,,,,,,,12,5,,0,,5,9,
Valor,3147204,Paraguaçu,2,,,,,,,5,3,,0,,5,9,
Valor,3535507,Paraguaçu Paulista,2,,,,,,,10,5,,0,,5,9,
Valor,4314001,Paraí,2,,,,,,,10,4,,0,,5,9,
Valor,3303708,Paraíba do Sul,2,,,,,,,9,8,,0,,5,9,
Valor,2107704,Paraibano,2,,,,,,,3,5,,0,,5,8,
Valor,3535606,Paraibuna,2,,,,,,,12,4,,0,,5,8,
Valor,2310258,Paraipaba,2,,,,,,,8,5,,0,,2,2,
Valor,4212239,Paraíso,2,,,,,,,13,5,,0,,5,9,
Valor,3535705,Paraíso,2,,,,,,,9,4,,0,,5,9,
Valor,5006275,Paraíso das Águas,3,,,,,,,12,5,,1,,5,10,
Valor,4118006,Paraíso do Norte,2,,,,,,,12,3,,0,,4,8,
Valor,4314027,Paraíso do Sul,2,,,,,,,7,2,,0,,5,8,
Valor,1716109,Paraíso do Tocantins,2,,,,,,,10,5,,0,,5,9,
Valor,3147303,Paraisópolis,3,2,0,0,2,3,1,7,5,0,0,0,5,9,7
Valor,2310308,Parambu,2,,,,,,,6,6,,0,,1,3,
Valor,2923605,Paramirim,2,,,,,,,7,2,,0,,5,9,
Valor,2310407,Paramoti,2,,,,,,,7,6,,0,,5,9,
Valor,2408607,Paraná,2,,,,,,,9,2,,0,,5,9,
Valor,1716208,Paranã,2,,,,,,,7,5,,0,,5,8,
Valor,4118105,Paranacity,2,,,,,,,5,3,,0,,5,8,
Valor,4118204,Paranaguá,2,,,,,,,14,6,,0,,5,9,
Valor,5006309,Paranaíba,3,,,,,,,9,6,,1,,5,10,
Valor,5216304,Paranaiguara,2,,,,,,,10,4,,0,,5,8,
Valor,5106299,Paranaíta,2,,,,,,,11,5,,0,,5,9,
Valor,3535804,Paranapanema,2,,,,,,,9,5,,0,,5,8,
Valor,4118303,Paranapoema,2,,,,,,,5,4,,0,,4,9,
Valor,3535903,Paranapuã,2,,,,,,,7,4,,0,,5,8,
Valor,2610301,Paranatama,2,,,,,,,6,3,,1,,5,9,
Valor,5106307,Paranatinga,2,,,,,,,10,2,,0,,5,9,
Valor,4118402,Paranavaí,2,,,,,,,12,8,,0,,5,8,
Valor,5006358,Paranhos,2,,,,,,,10,3,,0,,4,9,
Valor,3147402,Paraopeba,3,,,,,,,10,6,,1,,5,10,
Valor,3536000,Parapuã,2,,,,,,,10,7,,0,,5,9,
Valor,2510659,Parari,2,,,,,,,8,2,,0,,5,8,
Valor,2923704,Paratinga,2,,,,,,,9,4,,0,,4,9,
Valor,3303807,Paraty,2,,,,,,,11,6,,0,,5,8,
Valor,2408706,Paraú,2,,,,,,,4,5,,0,,5,9,
Valor,1505536,Parauapebas,2,,,,,,,15,8,,0,,4,8,
Valor,5216403,Paraúna,3,,,,,,,13,5,,1,,5,8,
Valor,2408805,Parazinho,2,,,,,,,5,4,,0,,5,8,
Valor,3536109,Pardinho,2,,,,,,,8,5,,0,,5,8,
Valor,4314035,Pareci Novo,2,,,,,,,5,3,,0,,5,10,
Valor,1101450,Parecis,2,,,,,,,12,3,,0,,4,9,
Valor,2408904,Parelhas,2,,,,,,,9,6,,0,,5,9,
Valor,2706422,Pariconha,2,,,,,,,2,3,,0,,5,8,
Valor,1303403,Parintins,2,,,,,,,5,7,,0,,4,9,
Valor,2923803,Paripiranga,2,,,,,,,7,4,,0,,4,9,
Valor,2706448,Paripueira,2,,,,,,,4,1,,0,,4,8,
Valor,3536208,Pariquera-Açu,2,,,,,,,6,4,,0,,5,9,
Valor,3536257,Parisi,2,,,,,,,7,2,,0,,4,9,
Valor,2207603,Parnaguá,2,,,,,,,2,1,,0,,4,6,
Valor,2207702,Parnaíba,2,,,,,,,10,4,,0,,5,10,
Valor,2610400,Parnamirim,2,,,,,,,8,7,,0,,5,8,
Valor,2403251,Parnamirim,3,,,,,,,14,9,,0,,5,9,
Valor,2107803,Parnarama,2,,,,,,,3,4,,0,,4,8,
Valor,4314050,Parobé,2,,,,,,,12,4,,0,,5,8,
Valor,3147501,Passabém,2,,,,,,,7,3,,1,,4,7,
Valor,2409100,Passa e Fica,2,,,,,,,8,2,,0,,5,9,
Valor,2510709,Passagem,3,,,,,,,10,8,,1,,5,10,
Valor,2409209,Passagem,2,,,,,,,10,4,,0,,4,8,
Valor,2107902,Passagem Franca,2,,,,,,,5,4,,0,,5,9,
Valor,2207751,Passagem Franca do Piauí,2,,,,,,,5,1,,0,,5,8,
Valor,3147600,Passa Quatro,2,,,,,,,8,3,,0,,5,9,
Valor,4314068,Passa Sete,2,,,,,,,6,5,,0,,5,9,
Valor,3147709,Passa Tempo,2,,,,,,,8,5,,0,,5,8,
Valor,3147808,Passa Vinte,2,,,,,,,4,4,,0,,5,8,
Valor,2610509,Passira,2,,,,,,,6,6,,0,,3,7,
Valor,2706505,Passo de Camaragibe,2,,,,,,,5,5,,0,,3,5,
Valor,4212254,Passo de Torres,2,,,,,,,9,6,,0,,5,7,
Valor,4314076,Passo do Sobrado,2,,,,,,,7,5,,0,,5,9,
Valor,4314100,Passo Fundo,3,,,,,,,16,5,,1,,5,10,
Valor,3147907,Passos,2,,,,,,,10,5,,0,,5,10,
Valor,4212270,Passos Maia,2,,,,,,,12,5,,0,,5,8,
Valor,2108009,Pastos Bons,2,,,,,,,5,5,,0,,4,9,
Valor,3147956,Patis,2,,,,,,,3,5,,1,,4,8,
Valor,4118451,Pato Bragado,2,,,,,,,6,4,,0,,5,8,
Valor,4118501,Pato Branco,2,,,,,,,13,4,,0,,5,10,
Valor,2510808,Patos,2,,,,,,,8,3,,0,,5,10,
Valor,3148004,Patos de Minas,3,,,,,,,13,7,,1,,5,9,
Valor,2207777,Patos do Piauí,2,,,,,,,7,2,,0,,4,8,
Valor,3148103,Patrocínio,2,,,,,,,7,3,,0,,4,8,
Valor,3148202,Patrocínio do Muriaé,2,,,,,,,6,4,,0,,4,9,
Valor,3536307,Patrocínio Paulista,2,,,,,,,11,4,,0,,4,9,
Valor,2409308,Patu,1,,,,,,,4,3,,0,,0,0,
Valor,3303856,Paty do Alferes,2,,,,,,,11,6,,1,,0,1,
Valor,2923902,Pau Brasil,2,,,,,,,5,2,,0,,5,8,
Valor,2610608,Paudalho,2,,,,,,,12,3,,0,,5,9,
Valor,1505551,Pau D'Arco,2,,,,,,,2,3,,0,,4,7,
Valor,1716307,Pau D'Arco,2,,,,,,,4,2,,1,,5,8,
Valor,2207793,Pau D'Arco do Piauí,2,,,,,,,1,3,,0,,5,8,
Valor,2409407,Pau dos Ferros,2,,,,,,,8,5,,0,,5,10,
Valor,1303502,Pauini,2,,,,,,,0,2,,0,,4,7,
Valor,3148301,Paula Cândido,2,,,,,,,5,5,,0,,5,8,
Valor,4118600,Paula Freitas,2,,,,,,,9,5,,0,,5,8,
Valor,3536406,Paulicéia,2,,,,,,,3,7,,0,,5,8,
Valor,3536505,Paulínia,2,,,,,,,13,3,,0,,5,7,
Valor,2108058,Paulino Neves,2,,,,,,,5,4,,0,,5,7,
Valor,2510907,Paulista,2,,,,,,,8,5,,0,,5,8,
Valor,2610707,Paulista,2,,,,,,,3,6,,0,,5,8,
Valor,2207801,Paulistana,2,,,,,,,5,2,,0,,4,8,
Valor,3536570,Paulistânia,2,,,,,,,6,3,,0,,5,9,
Valor,3148400,Paulistas,2,,,,,,,5,4,,0,,4,8,
Valor,2924009,Paulo Afonso,2,,,,,,,7,7,,0,,5,9,
Valor,4314134,Paulo Bento,2,,,,,,,13,3,,0,,5,9,
Valor,3536604,Paulo de Faria,2,,,,,,,12,2,,1,,5,9,
Valor,4118709,Paulo Frontin,2,,,,,,,9,4,,0,,4,9,
Valor,2706604,Paulo Jacinto,2,,,,,,,5,5,,0,,4,8,
Valor,4212304,Paulo Lopes,2,,,,,,,10,3,,0,,5,8,
Valor,2108108,Paulo Ramos,2,,,,,,,3,2,,0,,5,6,
Valor,3148509,Pavão,2,,,,,,,0,3,,0,,4,8,
Valor,4314159,Paverama,2,,,,,,,3,3,,0,,5,8,
Valor,2207850,Pavussu,2,,,,,,,9,3,,1,,5,8,
Valor,4118808,Peabiru,3,,,,,,,14,6,,1,,5,8,
Valor,3148608,Peçanha,2,,,,,,,9,4,,0,,5,10,
Valor,3536703,Pederneiras,2,,,,,,,11,8,,0,,5,9,
Valor,2924058,Pé de Serra,2,,,,,,,8,5,,0,,5,8,
Valor,2610806,Pedra,2,,,,,,,8,4,,0,,5,8,
Valor,3148707,Pedra Azul,2,,,,,,,8,5,,0,,5,9,
Valor,3536802,Pedra Bela,2,,,,,,,5,3,,0,,4,9,
Valor,3148756,Pedra Bonita,2,,,,,,,8,5,,0,,5,8,
Valor,2310506,Pedra Branca,2,,,,,,,7,4,,0,,5,9,
Valor,2511004,Pedra Branca,2,,,,,,,7,3,,0,,5,9,
Valor,1600154,Pedra Branca do Amapari,2,,,,,,,5,6,,0,,5,9,
Valor,3148806,Pedra do Anta,2,,,,,,,1,5,,0,,5,8,
Valor,3148905,Pedra do Indaiá,2,,,,,,,6,5,,0,,5,8,
Valor,3149002,Pedra Dourada,2,,,,,,,9,2,,0,,4,8,
Valor,2409506,Pedra Grande,2,,,,,,,6,3,,0,,5,9,
Valor,2511103,Pedra Lavrada,2,,,,,,,6,3,,0,,5,9,
Valor,3149101,Pedralva,2,,,,,,,8,2,,1,,4,9,
Valor,2805000,Pedra Mole,2,,,,,,,7,2,,0,,5,9,
Valor,3536901,Pedranópolis,2,,,,,,,10,4,,0,,5,8,
Valor,2924108,Pedrão,2,,,,,,,0,5,,0,,4,10,
Valor,5106372,Pedra Preta,2,,,,,,,9,2,,1,,5,9,
Valor,2409605,Pedra Preta,2,,,,,,,8,3,,0,,5,8,
Valor,4314175,Pedras Altas,2,,,,,,,8,3,,0,,5,9,
Valor,2511202,Pedras de Fogo,2,,,,,,,5,3,,0,,5,7,
Valor,3149150,Pedras de Maria da Cruz,2,,,,,,,5,1,,0,,5,9,
Valor,4212403,Pedras Grandes,2,,,,,,,8,5,,0,,4,8,
Valor,3537008,Pedregulho,2,,,,,,,10,1,,1,,4,8,
Valor,3537107,Pedreira,2,,,,,,,11,5,,0,,5,9,
Valor,2108207,Pedreiras,3,,,,,,,9,6,,1,,5,9,
Valor,2805109,Pedrinhas,2,,,,,,,13,6,,0,,5,8,
Valor,3537156,Pedrinhas Paulista,2,,,,,,,9,4,,1,,5,8,
Valor,3149200,Pedrinópolis,2,,,,,,,9,4,,0,,5,9,
Valor,1716505,Pedro Afonso,2,,,,,,,5,4,,0,,5,9,
Valor,2924207,Pedro Alexandre,2,,,,,,,0,4,,0,,4,8,
Valor,2409704,Pedro Avelino,2,,,,,,,2,5,,0,,3,3,
Valor,3204054,Pedro Canário,2,,,,,,,8,4,,0,,5,9,
Valor,3537206,Pedro de Toledo,2,,,,,,,12,6,,0,,4,9,
Valor,2108256,Pedro do Rosário,2,,,,,,,3,2,,0,,5,7,
Valor,5006408,Pedro Gomes,2,,,,,,,11,4,,0,,5,8,
Valor,2207900,Pedro II,2,,,,,,,1,4,,0,,4,8,
Valor,2207934,Pedro Laurentino,2,,,,,,,8,2,,0,,4,8,
Valor,3149309,Pedro Leopoldo,2,,,,,,,14,5,,0,,5,9,
Valor,4314209,Pedro Osório,2,,,,,,,8,5,,0,,5,8,
Valor,2512721,Pedro Régis,2,,,,,,,6,4,,0,,5,9,
Valor,3149408,Pedro Teixeira,2,,,,,,,5,3,,0,,4,8,
Valor,2409803,Pedro Velho,2,,,,,,,7,3,,0,,4,8,
Valor,1716604,Peixe,2,,,,,,,7,5,,0,,5,10,
Valor,1505601,Peixe-Boi,2,,,,,,,5,3,,0,,5,9,
Valor,5106422,Peixoto de Azevedo,3,,,,,,,16,7,,1,,5,9,
Valor,4314308,Pejuçara,2,,,,,,,6,4,,0,,5,9,
Valor,4314407,Pelotas,3,,,,,,,12,6,,1,,5,9,
Valor,2310605,Penaforte,2,,,,,,,7,6,,0,,5,8,
Valor,2108306,Penalva,2,,,,,,,6,2,,0,,5,8,
Valor,3537305,Penápolis,2,,,,,,,12,6,,0,,5,10,
Valor,2409902,Pendências,2,,,,,,,6,3,,0,,5,9,
Valor,2706703,Penedo,2,,,,,,,4,4,,0,,5,8,
Valor,4212502,Penha,3,,,,,,,18,2,,1,,5,10,
Valor,2310704,Pentecoste,2,,,,,,,10,4,,0,,5,9,
Valor,3149507,Pequeri,2,,,,,,,3,4,,0,,4,8,
Valor,3149606,Pequi,2,,,,,,,7,3,,0,,5,8,
Valor,1716653,Pequizeiro,2,,,,,,,6,3,,0,,5,7,
Valor,3149705,Perdigão,2,,,,,,,8,2,,0,,5,10,
Valor,3149804,Perdizes,2,,,,,,,11,6,,0,,5,7,
Valor,3149903,Perdões,2,,,,,,,7,4,,0,,5,9,
Valor,3537404,Pereira Barreto,2,,,,,,,7,6,,0,,5,8,
Valor,3537503,Pereiras,2,,,,,,,3,2,,0,,4,8,
Valor,2310803,Pereiro,2,,,,,,,9,4,,1,,5,8,
Valor,2108405,Peri Mirim,2,,,,,,,9,3,,0,,5,10,
Valor,3149952,Periquito,2,,,,,,,6,5,,0,,5,9,
Valor,4212601,Peritiba,2,,,,,,,11,4,,0,,5,10,
Valor,2108454,Peritoró,2,,,,,,,7,4,,0,,5,9,
Valor,4118857,Perobal,2,,,,,,,7,5,,0,,5,8,
Valor,4118907,Pérola,3,,,,,,,15,6,,1,,5,9,
Valor,4119004,Pérola d'Oeste,2,,,,,,,8,2,,0,,5,8,
Valor,5216452,Perolândia,2,,,,,,,10,6,,0,,5,8,
Valor,3537602,Peruíbe,2,,,,,,,10,5,,0,,5,8,
Valor,3150000,Pescador,2,,,,,,,5,4,,0,,5,8,
Valor,4212650,Pescaria Brava,3,,,,,,,16,5,,1,,4,9,
Valor,2610905,Pesqueira,2,,,,,,,9,5,,0,,5,9,
Valor,2611002,Petrolândia,2,,,,,,,9,4,,1,,4,10,
Valor,4212700,Petrolândia,2,,,,,,,5,4,,0,,4,9,
Valor,2611101,Petrolina,2,,,,,,,11,4,,0,,5,9,
Valor,5216809,Petrolina de Goiás,2,,,,,,,10,3,,0,,5,8,
Valor,3303906,Petrópolis,2,,,,,,,16,5,,0,,5,10,
Valor,2706802,Piaçabuçu,2,,,,,,,2,5,,0,,5,8,
Valor,3537701,Piacatu,2,,,,,,,9,5,,0,,5,8,
Valor,2511301,Piancó,2,,,,,,,7,4,,0,,5,8,
Valor,2924306,Piatã,2,,,,,,,4,2,,0,,5,8,
Valor,3150109,Piau,2,,,,,,,5,4,,0,,4,8,
Valor,4314423,Picada Café,2,,,,,,,11,6,,0,,5,9,
Valor,1505635,Piçarra,3,,,,,,,10,7,,1,,5,9,
Valor,2208007,Picos,2,,,,,,,10,4,,0,,5,8,
Valor,2511400,Picuí,2,,,,,,,8,8,,0,,5,9,
Valor,3537800,Piedade,2,,,,,,,14,5,,0,,5,9,
Valor,3150158,Piedade de Caratinga,2,,,,,,,9,4,,0,,4,8,
Valor,3150208,Piedade de Ponte Nova,2,,,,,,,8,6,,0,,4,10,
Valor,3150307,Piedade do Rio Grande,3,,,,,,,12,3,,1,,5,9,
Valor,3150406,Piedade dos Gerais,2,,,,,,,5,4,,0,,5,8,
Valor,4119103,Piên,2,,,,,,,10,4,,0,,5,8,
Valor,2924405,Pilão Arcado,2,,,,,,,6,6,,0,,4,8,
Valor,2706901,Pilar,2,,,,,,,1,2,,0,,5,7,
Valor,2511509,Pilar,2,,,,,,,7,4,,1,,4,8,
Valor,5216908,Pilar de Goiás,2,,,,,,,2,5,,0,,4,8,
Valor,3537909,Pilar do Sul,2,,,,,,,10,4,,0,,5,8,
Valor,2511608,Pilões,2,,,,,,,5,5,,0,,5,9,
Valor,2410009,Pilões,2,,,,,,,5,3,,0,,5,9,
Valor,2511707,Pilõezinhos,2,,,,,,,4,0,,0,,5,9,
Valor,3150505,Pimenta,2,,,,,,,9,3,,0,,4,8,
Valor,1100189,Pimenta Bueno,3,,,,,,,16,4,,1,,5,10,
Valor,2208106,Pimenteiras,2,,,,,,,8,5,,1,,5,8,
Valor,1101468,Pimenteiras do Oeste,2,,,,,,,5,3,,0,,5,9,
Valor,2924504,Pindaí,2,,,,,,,9,5,,0,,5,8,
Valor,3538006,Pindamonhangaba,6,4,7,8,5,9,3,10,5,4,0,3,5,10,8
Valor,2108504,Pindaré-Mirim,2,,,,,,,6,6,,0,,4,9,
Valor,2707008,Pindoba,2,,,,,,,7,2,,0,,5,9,
Valor,2924603,Pindobaçu,2,,,,,,,6,4,,0,,5,9,
Valor,3538105,Pindorama,2,,,,,,,7,4,,0,,5,10,
Valor,1717008,Pindorama do Tocantins,2,,,,,,,8,3,,1,,5,9,
Valor,2310852,Pindoretama,3,,,,,,,14,5,,1,,5,9,
Valor,3150539,Pingo d'Água,2,,,,,,,4,5,,0,,5,9,
Valor,4119152,Pinhais,2,,,,,,,11,7,,0,,5,9,
Valor,4314456,Pinhal,2,,,,,,,7,4,,0,,5,10,
Valor,4119202,Pinhalão,2,,,,,,,8,6,,0,,5,8,
Valor,4314464,Pinhal da Serra,2,,,,,,,7,6,,0,,5,9,
Valor,4119251,Pinhal de São Bento,2,,,,,,,8,3,,0,,4,8,
Valor,4314472,Pinhal Grande,2,,,,,,,7,4,,0,,5,9,
Valor,4212908,Pinhalzinho,2,,,,,,,11,3,,0,,5,9,
Valor,3538204,Pinhalzinho,2,,,,,,,12,4,,0,,5,8,
Valor,4119301,Pinhão,2,,,,,,,9,6,,0,,5,8,
Valor,2805208,Pinhão,2,,,,,,,5,2,,0,,5,8,
Valor,3303955,Pinheiral,2,,,,,,,12,4,,0,,5,8,
Valor,4314498,Pinheirinho do Vale,2,,,,,,,3,4,,0,,5,9,
Valor,2108603,Pinheiro,2,,,,,,,10,6,,0,,4,9,
Valor,4314506,Pinheiro Machado,2,,,,,,,6,5,,0,,5,9,
Valor,4213005,Pinheiro Preto,2,,,,,,,14,6,,0,,5,9,
Valor,3204104,Pinheiros,2,,,,,,,12,4,,0,,5,9,
Valor,2924652,Pintadas,2,,,,,,,0,5,,0,,5,8,
Valor,4314548,Pinto Bandeira,2,,,,,,,6,5,,0,,5,9,
Valor,3150570,Pintópolis,2,,,,,,,4,3,,0,,4,5,
Valor,2208205,Pio IX,2,,,,,,,4,5,,0,,4,8,
Valor,2108702,Pio XII,2,,,,,,,0,4,,0,,3,3,
Valor,3538303,Piquerobi,2,,,,,,,3,3,,0,,5,9,
Valor,2310902,Piquet Carneiro,2,,,,,,,3,5,,0,,5,9,
Valor,3538501,Piquete,2,,,,,,,6,2,,0,,5,9,
Valor,3538600,Piracaia,2,,,,,,,6,4,,0,,5,8,
Valor,5217104,Piracanjuba,3,,,,,,,15,6,,1,,5,9,
Valor,3150604,Piracema,2,,,,,,,2,3,,0,,5,8,
Valor,3538709,Piracicaba,2,,,,,,,14,6,,0,,4,8,
Valor,2208304,Piracuruca,2,,,,,,,7,4,,0,,4,9,
Valor,3304003,Piraí,2,,,,,,,10,9,,0,,5,9,
Valor,2924678,Piraí do Norte,2,,,,,,,6,1,,0,,5,9,
Valor,4119400,Piraí do Sul,2,,,,,,,10,4,,0,,5,8,
Valor,3538808,Piraju,2,,,,,,,7,4,,0,,4,7,
Valor,3150703,Pirajuba,2,,,,,,,7,4,,0,,5,9,
Valor,3538907,Pirajuí,2,,,,,,,9,4,,0,,5,8,
Valor,2805307,Pirambu,3,,,,,,,8,5,,1,,5,10,
Valor,3150802,Piranga,2,,,,,,,11,4,,0,,4,8,
Valor,3539004,Pirangi,2,,,,,,,8,2,,1,,5,8,
Valor,3150901,Piranguçu,2,,,,,,,8,5,,0,,5,8,
Valor,3151008,Piranguinho,2,,,,,,,9,5,,0,,5,9,
Valor,2707107,Piranhas,2,,,,,,,2,2,,0,,5,9,
Valor,5217203,Piranhas,3,,,,,,,11,4,,1,,5,8,
Valor,2108801,Pirapemas,2,,,,,,,2,3,,0,,5,7,
Valor,3151107,Pirapetinga,2,,,,,,,6,4,,0,,5,9,
Valor,4314555,Pirapó,2,,,,,,,3,2,,0,,5,7,
Valor,3151206,Pirapora,3,,,,,,,12,6,,1,,5,8,
Valor,3539103,Pirapora do Bom Jesus,2,,,,,,,4,3,,0,,4,9,
Valor,3539202,Pirapozinho,2,,,,,,,7,5,,0,,4,10,
Valor,4119509,Piraquara,2,,,,,,,14,4,,0,,4,8,
Valor,1717206,Piraquê,2,,,,,,,5,3,,0,,5,8,
Valor,3539301,Pirassununga,2,,,,,,,6,6,,0,,5,9,
Valor,4314605,Piratini,2,,,,,,,7,2,,0,,4,8,
Valor,3539400,Piratininga,2,,,,,,,8,5,,0,,5,8,
Valor,4213104,Piratuba,2,,,,,,,8,5,,0,,5,9,
Valor,3151305,Piraúba,2,,,,,,,6,5,,0,,4,8,
Valor,5217302,Pirenópolis,3,,,,,,,18,5,,1,,5,8,
Valor,5217401,Pires do Rio,2,,,,,,,5,5,,0,,5,8,
Valor,2310951,Pires Ferreira,2,,,,,,,5,5,,0,,5,8,
Valor,2924702,Piripá,2,,,,,,,8,5,,0,,5,9,
Valor,2208403,Piripiri,2,,,,,,,5,5,,0,,4,8,
Valor,2924801,Piritiba,3,,,,,,,13,3,,1,,5,9,
Valor,2511806,Pirpirituba,2,,,,,,,4,3,,0,,5,10,
Valor,4119608,Pitanga,2,,,,,,,6,6,,0,,5,8,
Valor,4119657,Pitangueiras,2,,,,,,,7,5,,0,,5,7,
Valor,3539509,Pitangueiras,2,,,,,,,8,4,,0,,5,9,
Valor,3151404,Pitangui,2,,,,,,,9,5,,0,,5,8,
Valor,2511905,Pitimbu,2,,,,,,,10,3,,1,,4,8,
Valor,1717503,Pium,2,,,,,,,5,2,,0,,5,8,
Valor,3204203,Piúma,2,,,,,,,12,4,,0,,5,10,
Valor,3151503,Piumhi,2,,,,,,,3,5,,0,,4,8,
Valor,1505650,Placas,2,,,,,,,7,3,,0,,5,9,
Valor,1200385,Plácido de Castro,2,,,,,,,4,5,,0,,4,8,
Valor,5217609,Planaltina,2,,,,,,,10,4,,0,,5,10,
Valor,4119707,Planaltina do Paraná,2,,,,,,,2,3,,0,,4,8,
Valor,2924900,Planaltino,2,,,,,,,7,6,,0,,5,9,
Valor,2925006,Planalto,2,,,,,,,5,4,,0,,4,7,
Valor,4119806,Planalto,2,,,,,,,13,4,,0,,5,7,
Valor,4314704,Planalto,2,,,,,,,6,6,,0,,4,10,
